16192371	Ja	Sehr_Aehnlich	Nicht_Relevant
16310349	Sowohl_Als_Auch	Sehr_Aehnlich	Relevant
8985892	Ja	Nicht_Aehnlich	Nicht_Relevant
9425187	Ja	Nicht_Aehnlich	Nicht_Relevant
16792288	Ja	Aehnlich	Nicht_Relevant
7525247	Nein	Aehnlich	Relevant
11860483	Ja	Nicht_Aehnlich	Nicht_Relevant
16530860	Ja	Nicht_Aehnlich	Nicht_Relevant
1527573	Ja	Nicht_Aehnlich	Nicht_Relevant
17360898	Ja	Nicht_Aehnlich	Nicht_Relevant
17376847	Ja	Aehnlich	Nicht_Relevant
3411363	Ja	Nicht_Aehnlich	Nicht_Relevant
22021914	Ja	Sehr_Aehnlich	Nicht_Relevant
7143039	Ja	Nicht_Aehnlich	Nicht_Relevant
8506287	Ja	Nicht_Aehnlich	Nicht_Relevant
9242295	Ja	Nicht_Aehnlich	Nicht_Relevant
19889998	Ja	Nicht_Aehnlich	Nicht_Relevant
3411361	Ja	Nicht_Aehnlich	Nicht_Relevant
16481461	Ja	Nicht_Aehnlich	Nicht_Relevant
20702719	Ja	Nicht_Aehnlich	Nicht_Relevant
20884766	Ja	Nicht_Aehnlich	Nicht_Relevant
19163917	Ja	Aehnlich	Nicht_Relevant
11994131	Ja	Nicht_Aehnlich	Nicht_Relevant
12167777	Ja	Nicht_Aehnlich	Nicht_Relevant
20534484	Ja	Nicht_Aehnlich	Nicht_Relevant
17115042	Ja	Nicht_Aehnlich	Nicht_Relevant
10762373	Ja	Nicht_Aehnlich	Nicht_Relevant
16424458	Ja	Nicht_Aehnlich	Nicht_Relevant
7666162	Ja	Nicht_Aehnlich	Nicht_Relevant
16738219	Ja	Sehr_Aehnlich	Nicht_Relevant
10024363	Ja	Nicht_Aehnlich	Nicht_Relevant
12612044	Ja	Nicht_Aehnlich	Nicht_Relevant
23366234	Ja	Aehnlich	Nicht_Relevant
12686573	Ja	Nicht_Aehnlich	Nicht_Relevant
9405570	Ja	Nicht_Aehnlich	Nicht_Relevant
16462598	Ja	Nicht_Aehnlich	Nicht_Relevant
21273313	Ja	Aehnlich	Nicht_Relevant
21048123	Ja	Nicht_Aehnlich	Nicht_Relevant
22157115	Ja	Aehnlich	Nicht_Relevant
24921388	Nein	Aehnlich	Relevant
23543888	Ja	Nicht_Aehnlich	Nicht_Relevant
10886326	Ja	Nicht_Aehnlich	Nicht_Relevant
14622238	Ja	Nicht_Aehnlich	Nicht_Relevant
18279330	Ja	Nicht_Aehnlich	Nicht_Relevant
18160425	Ja	Nicht_Aehnlich	Nicht_Relevant
9507975	Ja	Nicht_Aehnlich	Nicht_Relevant
16120778	Nein	Nicht_Aehnlich	Nicht_Relevant
19474171	Ja	Nicht_Aehnlich	Nicht_Relevant
12163529	Ja	Nicht_Aehnlich	Nicht_Relevant
16207884	Ja	Nicht_Aehnlich	Nicht_Relevant
17543390	Ja	Nicht_Aehnlich	Nicht_Relevant
15590736	Ja	Nicht_Aehnlich	Nicht_Relevant
14684860	Ja	Nicht_Aehnlich	Nicht_Relevant
17071240	Nein	Nicht_Aehnlich	Relevant
19424783	Ja	Aehnlich	Nicht_Relevant
9548253	Ja	Nicht_Aehnlich	Nicht_Relevant
20953686	Nein	Nicht_Aehnlich	Relevant
17714196	Ja	Nicht_Aehnlich	Nicht_Relevant
12878717	Ja	Nicht_Aehnlich	Nicht_Relevant
18045918	Ja	Nicht_Aehnlich	Nicht_Relevant
22496527	Ja	Nicht_Aehnlich	Nicht_Relevant
21096002	Ja	Nicht_Aehnlich	Nicht_Relevant
11143378	Nein	Nicht_Aehnlich	Relevant
8327188	Ja	Nicht_Aehnlich	Nicht_Relevant
18003881	Ja	Nicht_Aehnlich	Nicht_Relevant
18559096	Nein	Nicht_Aehnlich	Relevant
16425835	Ja	Nicht_Aehnlich	Nicht_Relevant
12582054	Ja	Nicht_Aehnlich	Nicht_Relevant
23367398	Ja	Sehr_Aehnlich	Nicht_Relevant
19155551	Nein	Sehr_Aehnlich	Relevant
9310433	Ja	Nicht_Aehnlich	Nicht_Relevant
19906983	Ja	Nicht_Aehnlich	Nicht_Relevant
17946968	Ja	Nicht_Aehnlich	Nicht_Relevant
16291944	Ja	Nicht_Aehnlich	Nicht_Relevant
2911737	Ja	Nicht_Aehnlich	Nicht_Relevant
14511817	Ja	Nicht_Aehnlich	Nicht_Relevant
22570195	Ja	Nicht_Aehnlich	Relevant
16029963	Nein	Nicht_Aehnlich	Nicht_Relevant
17521576	Ja	Nicht_Aehnlich	Nicht_Relevant
19233174	Nein	Nicht_Aehnlich	Nicht_Relevant
16510727	Ja	Nicht_Aehnlich	Nicht_Relevant
16930422	Nein	Nicht_Aehnlich	Nicht_Relevant
17071239	Nein	Nicht_Aehnlich	Nicht_Relevant
22171043	Ja	Nicht_Aehnlich	Nicht_Relevant
16855111	Ja	Nicht_Aehnlich	Nicht_Relevant
20403782	Ja	Sehr_Aehnlich	Nicht_Relevant
16298517	Ja	Nicht_Aehnlich	Nicht_Relevant
18216207	Nein	Sehr_Aehnlich	Relevant
19864582	Ja	Nicht_Aehnlich	Nicht_Relevant
19804657	Ja	Nicht_Aehnlich	Nicht_Relevant
16820000	Ja	Nicht_Aehnlich	Nicht_Relevant
19898469	Ja	Nicht_Aehnlich	Nicht_Relevant
16510934	Ja	Nicht_Aehnlich	Nicht_Relevant
