11591455	Ja	Aehnlich	Nicht_Relevant
16897723	Sowohl_Als_Auch	Nicht_Aehnlich	Relevant
12468047	Ja	Nicht_Aehnlich	Nicht_Relevant
12710980	Ja	Nicht_Aehnlich	Nicht_Relevant
16952349	Ja	Nicht_Aehnlich	Nicht_Relevant
16817864	Sowohl_Als_Auch	Nicht_Aehnlich	Relevant
9697119	Sowohl_Als_Auch	Nicht_Aehnlich	Nicht_Relevant
15319009	Sowohl_Als_Auch	Aehnlich	Relevant
8643559	Ja	Aehnlich	Nicht_Relevant
8821047	Ja	Nicht_Aehnlich	Nicht_Relevant
15522999	Nein	Nicht_Aehnlich	Nicht_Relevant
11161632	Sowohl_Als_Auch	Nicht_Aehnlich	Relevant
12609492	Sowohl_Als_Auch	Nicht_Aehnlich	Nicht_Relevant
12573519	Ja	Nicht_Aehnlich	Nicht_Relevant
17250683	Sowohl_Als_Auch	Aehnlich	Relevant
19046381	Sowohl_Als_Auch	Nicht_Aehnlich	Nicht_Relevant
19501064	Ja	Nicht_Aehnlich	Nicht_Relevant
11226671	Sowohl_Als_Auch	Nicht_Aehnlich	Nicht_Relevant
12622405	Sowohl_Als_Auch	Nicht_Aehnlich	Relevant
17011596	Sowohl_Als_Auch	Nicht_Aehnlich	Nicht_Relevant
18801112	Ja	Nicht_Aehnlich	Nicht_Relevant
18797249	Ja	Nicht_Aehnlich	Nicht_Relevant
8856698	Sowohl_Als_Auch	Nicht_Aehnlich	Relevant
11044594	Ja	Nicht_Aehnlich	Nicht_Relevant
14750659	Ja	Nicht_Aehnlich	Nicht_Relevant
11403963	Nein	Nicht_Aehnlich	Nicht_Relevant
19384585	Sowohl_Als_Auch	Nicht_Aehnlich	Relevant
8782876	Ja	Nicht_Aehnlich	Nicht_Relevant
9062671	Ja	Nicht_Aehnlich	Nicht_Relevant
15665416	Nein	Nicht_Aehnlich	Nicht_Relevant
19904005	Sowohl_Als_Auch	Nicht_Aehnlich	Nicht_Relevant
18352837	Ja	Nicht_Aehnlich	Nicht_Relevant
17518535	Ja	Nicht_Aehnlich	Nicht_Relevant
17942121	Sowohl_Als_Auch	Nicht_Aehnlich	Nicht_Relevant
14644478	Ja	Nicht_Aehnlich	Nicht_Relevant
12753091	Ja	Nicht_Aehnlich	Nicht_Relevant
12483089	Ja	Nicht_Aehnlich	Nicht_Relevant
11553282	Sowohl_Als_Auch	Nicht_Aehnlich	Nicht_Relevant
17196560	Ja	Nicht_Aehnlich	Nicht_Relevant
16959224	Ja	Nicht_Aehnlich	Nicht_Relevant
17267580	Ja	Nicht_Aehnlich	Nicht_Relevant
15147906	Sowohl_Als_Auch	Nicht_Aehnlich	Nicht_Relevant
9125442	Ja	Nicht_Aehnlich	Nicht_Relevant
14977068	Ja	Nicht_Aehnlich	Nicht_Relevant
9048311	Ja	Nicht_Aehnlich	Nicht_Relevant
16009352	Sowohl_Als_Auch	Nicht_Aehnlich	Nicht_Relevant
19615394	Ja	Nicht_Aehnlich	Nicht_Relevant
17504105	Nein	Nicht_Aehnlich	Nicht_Relevant
8822372	Ja	Nicht_Aehnlich	Nicht_Relevant
16344151	Sowohl_Als_Auch	Nicht_Aehnlich	Relevant
12111860	Sowohl_Als_Auch	Nicht_Aehnlich	Nicht_Relevant
9119908	Ja	Nicht_Aehnlich	Nicht_Relevant
12106676	Sowohl_Als_Auch	Nicht_Aehnlich	Nicht_Relevant
20434435	Ja	Nicht_Aehnlich	Nicht_Relevant
19118538	Ja	Nicht_Aehnlich	Nicht_Relevant
23564299	Ja	Nicht_Aehnlich	Nicht_Relevant
17299028	Sowohl_Als_Auch	Nicht_Aehnlich	Nicht_Relevant
22248638	Ja	Nicht_Aehnlich	Nicht_Relevant
20377305	Sowohl_Als_Auch	Nicht_Aehnlich	Relevant
10961661	Ja	Nicht_Aehnlich	Nicht_Relevant
16611808	Ja	Nicht_Aehnlich	Nicht_Relevant
16424917	Nein	Nicht_Aehnlich	Nicht_Relevant
10471078	Sowohl_Als_Auch	Nicht_Aehnlich	Nicht_Relevant
18655777	Sowohl_Als_Auch	Nicht_Aehnlich	Relevant
22466550	Ja	Nicht_Aehnlich	Nicht_Relevant
9514310	Ja	Nicht_Aehnlich	Nicht_Relevant
16989956	Ja	Nicht_Aehnlich	Nicht_Relevant
17632186	Sowohl_Als_Auch	Nicht_Aehnlich	Nicht_Relevant
19644042	Sowohl_Als_Auch	Nicht_Aehnlich	Relevant
